original_sentence,subject_text,subject_type,object_text,object_type,marked_sentence,relation_label
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,đi tiểu nhiều,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], [o] đi tiểu nhiều [/o], nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,nhìn mờ,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, [o] nhìn mờ [/o], cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,cáu kỉnh,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, [o] cáu kỉnh [/o], ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,ngứa ran,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, [o] ngứa ran [/o] hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,tê ở bàn tay hoặc bàn chân,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc [o] tê ở bàn tay hoặc bàn chân [/o], mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,mệt mỏi,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, [o] mệt mỏi [/o], vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,vết thương không lành,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, [o] vết thương không lành [/o], nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,nhiễm trùng nấm men tiếp tục tái phát,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, [o] nhiễm trùng nấm men tiếp tục tái phát [/o], cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,cảm thấy đói,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, [o] cảm thấy đói [/o], giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,giảm cân mà không cần cố gắng,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, [o] giảm cân mà không cần cố gắng [/o], bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",rất khát,Triệu chứng,bị nhiễm trùng nhiều hơn,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [s] rất khát [/s], đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, [o] bị nhiễm trùng nhiều hơn [/o].",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,bệnh tiểu đường loại 2,Bệnh,"các triệu chứng của [o] bệnh tiểu đường loại 2 [/o] bao gồm rất khát, [s] đi tiểu nhiều [/s], nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,rất khát,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm [o] rất khát [/o], [s] đi tiểu nhiều [/s], nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,nhìn mờ,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, [s] đi tiểu nhiều [/s], [o] nhìn mờ [/o], cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,cáu kỉnh,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, [s] đi tiểu nhiều [/s], nhìn mờ, [o] cáu kỉnh [/o], ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,ngứa ran,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, [s] đi tiểu nhiều [/s], nhìn mờ, cáu kỉnh, [o] ngứa ran [/o] hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,tê ở bàn tay hoặc bàn chân,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, [s] đi tiểu nhiều [/s], nhìn mờ, cáu kỉnh, ngứa ran hoặc [o] tê ở bàn tay hoặc bàn chân [/o], mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,mệt mỏi,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, [s] đi tiểu nhiều [/s], nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, [o] mệt mỏi [/o], vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
"Các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, đi tiểu nhiều, nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, vết thương không lành, nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",đi tiểu nhiều,Triệu chứng,vết thương không lành,Triệu chứng,"các triệu chứng của bệnh tiểu đường loại 2 bao gồm rất khát, [s] đi tiểu nhiều [/s], nhìn mờ, cáu kỉnh, ngứa ran hoặc tê ở bàn tay hoặc bàn chân, mệt mỏi, [o] vết thương không lành [/o], nhiễm trùng nấm men tiếp tục tái phát, cảm thấy đói, giảm cân mà không cần cố gắng, bị nhiễm trùng nhiều hơn.",No_relation
